latitude,longitude,estado,bioma,mes,temperatura_media,umidade_relativa,precipitacao_mm,velocidade_vento,dias_sem_chuva,focos_calor_7d,distancia_foco_km,ndvi,historico_incendios,risco_incendio
-14.652274,-39.47065,BA,Caatinga,6,42.74,40.14,5.64,22.13,12,1,54.48,0.617,4,alto
-17.28636,-55.728526,GO,Amazônia,8,37.03,53.73,22.16,28.09,20,10,10.89,0.298,8,critico
-31.650872,-35.9172,MT,Mata Atlântica,1,27.57,49.89,3.71,15.53,14,1,1.0,0.079,4,alto
-1.662088,-69.937783,TO,Pantanal,6,36.52,69.06,0.02,14.91,11,4,9.14,0.487,8,alto
-9.392053,-51.943476,MS,Cerrado,9,30.2,40.32,1.18,7.31,40,8,22.56,0.073,2,critico
-11.425077,-56.24338,RS,Amazônia,8,33.05,54.07,33.08,9.61,31,5,22.21,0.335,8,alto
4.627543,-41.044577,MT,Amazônia,3,26.58,64.65,33.51,15.81,11,3,1.0,0.312,5,medio
-7.489307,-40.562876,GO,Amazônia,3,25.94,75.2,24.59,5.42,17,4,1.37,0.462,3,medio
-10.478233,-59.022313,PI,Cerrado,11,32.24,34.51,2.59,10.68,11,8,12.77,0.569,7,alto
-24.674985,-70.622103,GO,Mata Atlântica,6,34.51,69.14,7.0,11.86,1,2,1.0,0.54,4,medio
-30.748559,-35.65343,PA,Pantanal,10,35.38,20.51,8.09,29.58,27,10,13.05,0.322,6,critico
-20.120823,-63.011825,MA,Cerrado,6,27.16,45.53,33.4,23.76,17,7,2.35,0.25,8,alto
3.34323,-62.607789,PR,Cerrado,11,31.54,44.98,36.99,15.1,15,1,1.0,0.283,1,alto
-20.839814,-59.975813,PI,Amazônia,11,28.75,84.41,45.43,18.44,9,3,14.55,0.545,3,medio
-14.027231,-60.832054,MT,Amazônia,5,27.28,81.17,46.85,3.08,15,1,31.98,0.353,6,medio
-19.856177,-48.896733,MG,Cerrado,11,31.41,49.16,74.87,19.53,3,3,18.2,0.401,6,medio
-2.792678,-66.616079,PE,Amazônia,2,29.54,95.0,19.78,26.94,15,3,25.3,0.534,5,medio
-27.027813,-51.198745,PI,Amazônia,2,25.05,72.18,69.45,14.48,2,3,9.37,0.05,3,medio
-10.172882,-48.253761,AM,Mata Atlântica,11,24.63,69.2,90.74,20.31,10,1,93.55,0.316,4,medio
-15.75754,-38.591489,PI,Amazônia,8,31.11,31.69,14.63,28.3,26,19,4.47,0.242,5,critico
-2.580633,-53.945144,MT,Mata Atlântica,1,25.72,83.2,180.0,3.91,12,0,47.81,0.482,3,baixo
-25.743182,-52.759177,BA,Mata Atlântica,5,25.8,63.82,6.25,24.78,14,1,44.97,0.405,5,medio
-15.391428,-55.931558,RJ,Cerrado,5,16.67,88.14,11.23,18.62,0,3,2.99,0.505,8,medio
-22.440013,-53.419752,PR,Amazônia,6,34.16,89.36,50.5,9.46,17,5,9.11,0.684,6,medio
-20.305002,-51.674721,CE,Mata Atlântica,7,32.11,27.18,3.15,13.12,9,7,26.41,0.369,5,alto
-5.157944,-68.686532,TO,Cerrado,12,30.98,57.39,9.06,31.9,16,9,14.16,0.689,8,alto
3.522727,-65.527797,MT,Caatinga,3,29.28,63.4,18.79,14.31,11,4,67.64,0.512,4,medio
-28.879143,-44.75008,RS,Pampa,3,23.53,43.71,11.04,0.0,2,1,8.03,0.81,4,medio
-19.957253,-41.149529,SP,Amazônia,11,26.83,84.78,64.77,16.69,1,1,5.79,0.505,5,medio
-4.47529,-63.452915,GO,Amazônia,3,23.26,95.0,46.42,18.37,3,3,106.09,0.539,2,baixo
-26.592941,-43.463671,MG,Cerrado,10,32.61,15.65,2.8,9.12,27,11,1.0,0.183,13,critico
-25.141738,-42.599954,PR,Amazônia,11,29.02,74.91,23.48,25.43,8,2,9.86,0.54,3,medio
0.82374,-38.909725,PA,Amazônia,2,27.04,74.57,53.19,17.56,13,3,13.41,0.746,9,medio
-22.414617,-55.687994,AM,Amazônia,1,28.2,81.5,34.35,15.27,8,4,5.99,0.445,2,medio
3.248294,-38.59645,RS,Cerrado,11,37.72,60.75,50.93,22.46,15,4,25.29,0.361,3,medio
-11.139843,-49.635047,AM,Caatinga,8,23.59,40.3,1.69,17.91,16,9,2.12,0.169,7,alto
2.030925,-54.259278,PR,Cerrado,2,30.3,49.99,42.96,34.49,9,6,104.76,0.269,5,alto
-14.219035,-71.882809,TO,Mata Atlântica,1,21.65,90.25,63.72,2.41,15,6,12.19,0.435,0,medio
-25.434113,-48.048321,GO,Cerrado,3,24.33,54.94,6.81,36.62,11,2,42.66,0.127,8,alto
-12.617863,-54.219122,PI,Amazônia,4,20.38,70.74,51.52,25.81,2,1,40.11,0.744,5,baixo
3.686872,-68.140145,MT,Mata Atlântica,2,23.56,61.34,0.57,24.49,4,0,65.02,0.521,3,baixo
-4.118206,-55.652683,MG,Amazônia,11,30.7,94.22,12.13,26.55,15,2,18.72,0.815,6,medio
-25.628752,-34.53548,MT,Mata Atlântica,12,27.02,56.42,18.15,18.48,3,1,20.77,0.609,1,baixo
-24.469202,-36.017523,MS,Mata Atlântica,12,29.8,53.88,23.39,11.76,16,2,1.0,0.344,5,alto
-9.058016,-40.115839,RO,Cerrado,12,29.48,66.69,1.24,7.32,6,2,12.61,0.359,4,alto
1.945313,-52.359705,PR,Pantanal,10,35.32,31.66,2.15,9.96,6,12,5.26,0.181,5,critico
-31.283983,-69.996123,RO,Amazônia,6,29.25,83.33,45.27,14.23,17,6,19.24,0.716,1,medio
2.79535,-47.934989,PI,Pantanal,2,29.79,56.06,69.72,10.24,17,4,2.76,0.639,5,medio
-32.179583,-58.042911,TO,Amazônia,9,32.81,54.02,21.49,30.26,16,9,23.26,0.397,10,critico
-11.483935,-43.708148,PI,Mata Atlântica,4,29.5,72.83,0.56,14.67,11,1,27.4,0.512,2,medio
-9.21031,-66.807725,AM,Cerrado,6,27.5,42.84,17.48,6.0,10,4,2.99,0.378,3,alto
-7.839309,-53.005884,TO,Pantanal,10,29.56,46.45,7.88,10.72,29,9,9.19,0.808,5,alto
-17.931252,-55.45866,RS,Cerrado,8,33.7,34.47,0.37,17.29,38,8,32.85,0.05,5,critico
-0.393039,-62.790522,PI,Cerrado,11,25.42,75.57,13.37,14.71,4,4,34.92,0.483,2,baixo
-29.749417,-48.117579,PR,Cerrado,7,35.61,26.39,3.54,24.3,19,7,34.02,0.505,7,alto
-7.257482,-34.107832,RJ,Mata Atlântica,11,26.3,50.39,43.09,18.85,14,0,49.7,0.632,1,baixo
-17.231577,-62.401758,AM,Mata Atlântica,2,24.77,72.03,4.1,2.04,3,1,4.74,0.413,4,medio
3.103751,-45.59316,CE,Pantanal,12,25.71,37.16,49.42,17.32,7,0,49.55,0.809,4,baixo
-3.452149,-62.410853,PI,Cerrado,1,27.9,44.19,17.71,14.92,5,2,29.63,0.577,4,medio
-23.173351,-58.813299,PI,Pampa,11,22.86,63.61,6.2,32.7,15,1,5.04,0.59,6,medio
-11.200167,-34.855375,RO,Mata Atlântica,12,23.41,81.8,28.65,23.39,6,0,137.36,0.639,3,baixo
-20.046342,-60.547288,RJ,Cerrado,12,29.48,69.44,3.3,15.37,24,6,44.28,0.132,3,alto
0.117543,-54.578014,MA,Cerrado,10,39.01,17.23,3.02,8.48,9,5,1.0,0.207,7,critico
3.47754,-70.776316,BA,Pampa,8,33.12,50.65,0.81,7.62,13,3,120.0,0.265,4,alto
-31.338424,-55.814506,MT,Cerrado,8,31.95,38.63,7.66,9.99,11,9,5.34,0.408,4,critico
-20.348266,-65.519817,PR,Mata Atlântica,7,27.1,54.26,3.24,9.86,25,3,120.0,0.436,2,medio
-19.37278,-38.041782,PA,Caatinga,5,36.94,38.81,22.8,18.01,8,5,33.16,0.324,2,alto
-17.207144,-69.093331,SC,Mata Atlântica,12,27.07,76.14,13.06,4.1,10,2,7.28,0.429,2,medio
-1.325686,-50.223252,PE,Pantanal,4,29.18,38.35,16.46,10.81,7,4,1.0,0.92,5,alto
-27.830534,-61.6862,GO,Mata Atlântica,6,26.59,58.02,6.29,20.55,15,1,13.98,0.323,4,alto
-17.452474,-44.982155,MT,Amazônia,5,29.28,55.39,43.38,23.98,17,4,16.11,0.303,2,medio
-4.512597,-56.208181,MT,Amazônia,4,26.89,23.67,38.5,23.34,17,7,5.4,0.534,3,alto
-15.772566,-38.305738,AM,Cerrado,12,33.41,58.27,30.87,15.86,1,3,20.93,0.412,6,medio
-20.748088,-56.382675,RJ,Cerrado,8,31.68,32.93,15.19,16.73,10,10,3.4,0.524,8,critico
-23.948943,-51.306729,SP,Cerrado,11,33.55,47.99,18.78,10.4,11,2,39.07,0.851,5,medio
-7.447493,-62.811866,SP,Mata Atlântica,6,28.96,58.82,28.37,18.6,5,2,1.0,0.71,4,medio
-24.437508,-64.531855,PI,Caatinga,12,24.54,83.2,74.35,15.4,9,2,36.97,0.332,7,baixo
-9.426971,-45.505599,MS,Amazônia,11,26.08,58.48,19.36,13.99,16,4,51.77,0.913,4,medio
-6.771133,-69.165853,MG,Amazônia,11,28.31,60.96,15.02,13.9,2,5,24.74,0.43,1,medio
-26.386087,-66.182492,PI,Cerrado,11,22.64,75.88,1.45,13.12,4,4,6.44,0.505,3,medio
-25.010319,-68.704695,GO,Pampa,12,31.59,46.86,6.58,29.26,11,0,105.76,0.486,5,medio
1.313115,-66.615473,GO,Amazônia,6,27.86,70.23,20.22,21.39,4,2,52.69,0.502,2,baixo
-4.196149,-46.920093,AM,Cerrado,4,22.88,41.93,28.79,10.04,18,6,20.31,0.499,5,medio
3.942953,-49.636211,AM,Pantanal,11,27.53,35.22,9.64,6.62,20,1,2.27,0.518,5,alto
-9.957121,-53.371198,AM,Caatinga,3,29.06,44.89,180.0,7.07,13,2,29.03,0.389,4,medio
-6.027369,-70.069991,SC,Mata Atlântica,5,24.09,56.48,74.86,22.47,15,1,10.89,0.331,2,medio
-26.72096,-56.827179,MS,Mata Atlântica,10,29.33,57.19,9.54,12.29,5,1,6.84,0.112,4,alto
-10.305918,-36.057333,PR,Mata Atlântica,10,30.47,33.65,2.72,20.9,10,8,11.3,0.456,4,alto
-9.592791,-36.257191,RS,Cerrado,11,26.27,32.47,16.73,18.38,9,4,44.67,0.662,7,medio
-23.554807,-61.273044,BA,Cerrado,11,31.42,54.03,28.08,25.92,16,4,3.24,0.479,4,alto
-17.211135,-38.361728,SC,Pampa,12,29.2,56.26,9.25,16.06,9,2,32.79,0.481,2,baixo
-14.47439,-67.28764,PR,Amazônia,3,25.38,80.22,44.14,9.18,10,6,39.66,0.36,6,medio
-20.560869,-40.739013,AM,Pampa,5,20.31,77.05,0.36,20.24,10,1,3.96,0.497,2,medio
-1.319506,-58.11724,GO,Amazônia,9,28.94,59.54,26.87,0.0,13,9,5.23,0.468,7,medio
-9.934,-54.561711,BA,Cerrado,8,29.95,10.0,13.14,16.16,7,9,14.69,0.326,12,alto
-4.399844,-62.174338,RS,Amazônia,6,32.4,46.3,36.43,8.47,15,3,4.93,0.405,7,alto
-25.219887,-37.281548,MA,Mata Atlântica,9,29.58,40.62,7.3,0.61,19,8,81.99,0.536,4,medio
-28.200223,-59.547336,PR,Cerrado,4,24.6,65.8,0.17,11.51,24,6,50.6,0.506,2,medio
-24.290973,-38.560433,MT,Cerrado,4,31.89,35.88,16.63,9.95,11,2,21.55,0.627,5,alto
3.030187,-38.246977,BA,Amazônia,8,27.45,21.33,33.59,0.0,33,11,12.57,0.652,4,alto
-9.504019,-53.282394,MT,Pantanal,2,24.45,40.18,37.23,18.58,24,3,5.84,0.525,8,alto
0.869131,-54.174308,PA,Caatinga,1,28.06,33.13,3.08,11.1,10,5,5.32,0.621,5,alto
-28.010965,-47.18164,PR,Caatinga,6,33.16,54.6,29.72,27.6,10,2,14.73,0.293,4,alto
4.839655,-52.39538,BA,Mata Atlântica,11,26.12,65.41,27.42,14.95,7,0,104.02,0.712,2,baixo
-9.121368,-45.406279,GO,Cerrado,12,26.74,60.91,18.8,8.14,1,3,4.12,0.786,5,medio
-21.879301,-50.046479,MA,Mata Atlântica,11,27.74,44.55,1.44,15.26,12,3,13.76,0.428,3,alto
-14.634239,-44.059237,RO,Caatinga,1,31.77,39.44,4.56,19.26,4,6,1.0,0.41,5,alto
4.176929,-55.942841,SP,Mata Atlântica,4,26.33,10.0,53.88,13.38,3,3,11.75,0.453,3,medio
-29.457964,-59.96683,AM,Cerrado,4,28.49,53.79,3.17,22.39,15,3,33.33,0.713,1,medio
-27.725994,-65.793264,AM,Mata Atlântica,10,32.77,38.37,7.12,3.42,26,5,9.15,0.775,1,alto
-7.642897,-35.700124,PA,Cerrado,4,32.17,82.63,47.02,3.38,0,5,47.35,0.337,10,medio
-14.65482,-52.902663,PA,Caatinga,7,30.59,58.07,6.05,1.54,37,6,1.0,0.414,5,alto
-11.722263,-61.604941,PE,Caatinga,1,28.29,81.41,4.42,9.09,0,3,53.58,0.321,1,baixo
-28.608614,-40.137539,SC,Amazônia,12,34.15,69.8,82.3,16.79,7,1,14.08,0.322,7,medio
-3.2701,-36.57794,SC,Cerrado,9,38.9,17.28,7.38,17.5,12,7,9.1,0.1,6,critico
-1.96835,-54.8528,MT,Pantanal,11,32.72,39.42,3.1,24.75,13,3,21.18,0.31,6,alto
-23.132333,-49.172881,SC,Caatinga,4,29.83,61.57,18.11,25.9,8,1,43.56,0.73,3,baixo
1.708109,-44.165053,MT,Mata Atlântica,2,21.34,46.75,29.25,23.13,11,2,1.0,0.316,5,medio
-23.722675,-41.247023,MT,Amazônia,1,26.12,71.5,22.63,11.72,13,5,12.25,0.449,2,medio
-5.650418,-51.233771,SC,Mata Atlântica,1,22.85,74.41,9.73,6.76,10,1,21.99,0.288,7,medio
3.466859,-50.98924,MG,Amazônia,5,17.33,83.01,37.27,18.17,5,1,21.57,0.656,6,medio
-0.520465,-67.155658,SP,Amazônia,7,31.05,61.56,34.97,10.73,30,6,25.69,0.534,5,alto
-20.431185,-44.622688,RS,Amazônia,6,21.65,77.51,43.33,14.61,17,5,13.12,0.489,4,medio
-31.3628,-66.894524,MS,Amazônia,7,26.21,68.02,28.56,0.0,18,8,8.85,0.389,6,alto
-3.46193,-59.636156,MT,Amazônia,3,23.9,74.58,140.7,16.94,16,6,15.44,0.587,6,medio
4.02647,-64.076196,PA,Pampa,6,23.4,58.65,92.54,26.82,3,1,7.59,0.907,2,baixo
-3.529159,-48.393822,PA,Amazônia,4,29.56,48.99,63.38,10.72,6,5,4.46,0.542,4,medio
-4.919251,-57.086235,MA,Amazônia,12,30.82,77.03,29.33,31.28,9,3,1.0,0.843,7,alto
-13.45861,-41.898885,TO,Cerrado,1,32.0,61.31,10.33,5.02,10,4,45.06,0.318,2,medio
-15.902345,-45.080898,PE,Amazônia,3,26.99,65.79,28.83,6.38,6,4,1.35,0.707,6,medio
-20.688221,-39.296654,RJ,Cerrado,2,26.65,56.89,4.14,15.68,16,4,6.85,0.421,2,medio
4.002147,-44.023487,PI,Pampa,8,30.63,40.53,1.42,11.46,13,1,39.78,0.426,4,alto
-6.171908,-41.412145,PA,Cerrado,8,31.34,31.96,9.18,23.41,8,8,1.99,0.183,8,critico
-3.460327,-54.928987,RJ,Pantanal,7,28.03,15.37,4.99,29.83,25,10,94.21,0.651,6,critico
-10.892138,-68.371456,TO,Amazônia,11,31.27,87.39,25.9,22.24,12,0,69.33,0.571,2,medio
-21.764974,-37.429346,MS,Mata Atlântica,3,24.48,85.39,2.5,6.24,16,2,14.69,0.271,3,medio
-4.394298,-71.195216,SC,Caatinga,8,33.63,28.59,12.35,22.5,13,11,24.68,0.437,1,alto
-22.254951,-61.027716,GO,Amazônia,9,33.64,39.97,14.28,23.51,8,8,26.69,0.558,7,alto
0.728371,-46.863659,RJ,Mata Atlântica,10,28.71,15.77,15.88,31.28,23,8,9.83,0.568,0,alto
-16.70009,-68.725139,AM,Amazônia,2,27.12,83.07,72.25,23.27,2,8,7.44,0.546,8,medio
-27.393695,-64.305079,AM,Amazônia,6,24.05,74.43,14.81,17.15,5,9,17.18,0.76,5,medio
-29.041512,-40.570085,PI,Mata Atlântica,8,32.38,24.95,8.69,13.28,22,12,9.16,0.482,1,critico
-29.680776,-45.008613,SC,Pampa,12,21.63,64.28,33.76,23.69,15,0,120.22,0.724,3,baixo
-28.053783,-40.759362,MS,Pantanal,8,35.26,20.72,9.41,12.01,9,6,1.0,0.471,4,critico
-31.179875,-41.805124,RO,Amazônia,6,22.56,70.16,20.73,14.66,4,4,48.15,0.48,10,baixo
-22.330535,-68.207376,CE,Pampa,2,28.95,54.97,11.99,7.27,9,0,107.92,0.546,4,baixo
4.237729,-49.224809,PR,Cerrado,1,20.88,39.18,21.28,17.06,12,1,19.91,0.258,4,medio
1.028073,-39.836034,PE,Mata Atlântica,4,28.61,72.39,1.96,14.69,3,1,10.14,0.685,4,medio
-30.666137,-52.649202,MT,Amazônia,12,28.81,63.61,36.12,16.38,11,5,6.32,0.608,3,medio
3.865851,-49.705651,CE,Pantanal,8,33.1,10.0,1.98,15.25,15,6,1.0,0.29,5,critico
-7.288138,-64.694347,CE,Pantanal,12,28.69,12.4,23.2,27.18,14,4,3.97,0.546,4,alto
-19.934068,-56.378014,AM,Caatinga,12,32.45,36.09,11.98,8.42,18,4,13.22,0.458,2,medio
-22.127406,-53.764621,AM,Amazônia,8,35.51,10.0,24.9,16.4,12,8,6.2,0.443,9,critico
4.394264,-61.621938,MS,Pantanal,1,25.96,47.28,7.55,5.93,8,2,7.44,0.661,6,medio
-3.560831,-57.231867,PA,Cerrado,1,19.71,49.27,105.97,17.85,6,2,8.76,0.47,7,medio
-15.140377,-66.494515,MT,Cerrado,1,36.41,72.76,7.36,24.52,5,2,33.58,0.265,7,alto
-32.468742,-72.496736,RJ,Mata Atlântica,12,30.75,68.97,38.46,6.76,12,1,27.65,0.368,2,medio
-9.504103,-70.26893,RJ,Cerrado,3,30.67,81.8,43.95,22.65,18,3,54.54,0.626,1,medio
-5.468132,-52.93372,PR,Cerrado,11,32.02,39.04,23.51,7.91,13,2,23.99,0.145,9,alto
-9.163488,-67.325124,MA,Amazônia,11,34.74,56.13,45.39,15.14,6,3,42.1,0.485,5,medio
-0.312186,-55.615804,AM,Mata Atlântica,7,35.12,56.46,3.08,17.52,29,5,14.29,0.097,4,critico
-29.575115,-65.998927,PE,Cerrado,10,32.53,15.98,19.57,14.78,19,11,8.49,0.167,4,critico
-30.695601,-56.698224,PA,Mata Atlântica,8,34.78,61.89,2.61,17.05,14,4,19.91,0.384,6,alto
0.705535,-65.186375,SC,Amazônia,10,29.9,44.13,14.51,28.36,11,9,18.61,0.489,5,alto
-8.503604,-37.629106,RJ,Pampa,12,29.73,66.83,98.75,14.14,2,2,64.41,0.508,3,baixo
-29.321142,-52.710032,RS,Caatinga,3,35.49,52.4,86.3,15.86,7,4,17.15,0.464,4,medio
-24.340062,-43.310693,BA,Pantanal,9,29.29,12.79,1.69,6.17,29,15,9.13,0.507,5,critico
2.728326,-44.94642,MA,Pantanal,7,33.88,21.25,0.72,14.58,22,5,3.53,0.296,5,critico
-10.522612,-49.177934,RS,Cerrado,10,29.29,44.23,0.28,13.3,35,11,65.71,0.132,6,critico
-22.573291,-67.855034,RS,Mata Atlântica,8,25.64,23.66,16.1,18.68,6,7,18.4,0.236,4,alto
-11.248254,-54.019924,MG,Cerrado,5,25.77,79.31,3.37,11.24,13,2,13.44,0.218,3,medio
-14.813376,-59.724918,SP,Amazônia,10,33.24,57.34,10.01,12.56,20,5,10.2,0.728,5,alto
-15.854015,-35.793202,AM,Amazônia,3,33.61,65.81,28.87,21.8,4,1,8.64,0.424,6,medio
-27.372662,-48.206165,PR,Caatinga,5,28.59,57.8,42.52,17.04,22,7,1.93,0.591,1,medio
-10.679325,-66.711764,PE,Caatinga,12,38.95,62.36,41.94,7.99,24,8,38.75,0.748,5,medio
-4.985689,-60.313744,SP,Amazônia,10,34.93,64.73,22.43,29.01,20,8,14.43,0.387,6,alto
-8.879237,-69.825631,SP,Amazônia,10,29.88,39.72,32.43,12.42,15,11,1.0,0.293,8,critico
-9.492376,-70.324854,PE,Pantanal,1,26.2,14.79,22.9,11.83,11,4,53.31,0.514,5,medio
-23.611467,-38.853633,BA,Caatinga,4,30.51,69.8,14.5,5.09,17,5,38.83,0.45,1,medio
-25.269755,-61.838185,RO,Pampa,6,20.34,57.97,6.33,15.41,4,1,44.1,0.433,5,baixo
2.706289,-47.884216,PI,Cerrado,3,29.96,45.12,23.8,20.63,3,3,46.9,0.463,7,medio
-10.618933,-62.276595,RO,Pantanal,7,33.17,37.44,28.18,16.95,18,10,5.19,0.459,6,alto
1.846922,-43.547502,PR,Caatinga,3,23.71,62.51,29.98,13.99,8,1,5.69,0.529,4,baixo
-1.272249,-54.292217,RO,Cerrado,1,28.42,68.39,38.52,12.49,16,6,3.92,0.4,7,alto
-22.352978,-41.905313,PE,Caatinga,9,30.24,25.31,40.19,36.1,27,8,58.69,0.665,4,alto
-10.073937,-45.901797,MT,Cerrado,8,28.66,10.0,1.86,16.51,13,7,2.22,0.323,6,critico
-20.564761,-34.624546,PA,Mata Atlântica,5,26.11,54.24,12.06,15.14,12,2,14.07,0.319,2,medio
-19.451399,-36.318189,RS,Mata Atlântica,4,25.68,58.6,1.8,5.08,2,0,70.07,0.591,3,baixo
-27.904855,-60.753426,BA,Cerrado,11,29.08,35.58,20.07,20.36,18,3,38.58,0.279,5,alto
-23.61066,-48.052844,RO,Cerrado,5,28.98,35.61,42.77,16.61,21,6,22.46,0.468,3,medio
-6.71527,-41.367928,TO,Pantanal,8,36.07,51.2,24.7,25.63,22,4,22.34,0.41,7,alto
-11.343455,-71.49108,SC,Mata Atlântica,6,24.06,62.33,56.33,0.0,10,2,1.79,0.678,1,medio
-15.411899,-64.380887,MG,Mata Atlântica,11,22.01,65.31,0.02,11.65,9,0,47.54,0.744,1,baixo
-0.708295,-41.889547,MG,Pampa,4,24.52,65.1,53.82,13.32,8,0,99.91,0.583,4,baixo
2.413008,-55.099604,GO,Caatinga,4,30.04,50.38,15.98,18.48,10,5,37.45,0.492,1,medio
-0.397251,-50.585388,BA,Caatinga,9,35.42,27.43,1.44,12.38,11,8,31.16,0.252,3,alto
-1.703077,-68.939134,MT,Mata Atlântica,6,21.44,59.58,4.43,24.13,8,1,37.86,0.592,3,baixo
-26.397284,-68.723095,SC,Cerrado,5,40.56,67.48,2.36,14.12,12,6,19.45,0.409,6,alto
2.51362,-63.674563,MT,Cerrado,9,34.1,35.74,0.98,7.03,40,5,15.83,0.32,1,critico
-15.300933,-44.71975,GO,Cerrado,4,27.5,62.74,6.24,7.83,14,1,18.17,0.391,5,medio
-7.797856,-53.602807,RS,Cerrado,9,31.16,29.93,16.7,17.34,9,9,8.19,0.29,6,alto
-1.826269,-42.909232,SC,Amazônia,3,24.89,63.84,27.07,5.52,7,3,18.16,0.665,10,medio
-30.263178,-57.070638,RO,Amazônia,2,24.47,70.87,30.61,11.05,12,3,4.77,0.716,8,medio
4.673221,-52.460267,MA,Cerrado,3,34.27,44.13,4.34,19.58,1,2,5.0,0.19,5,alto
-4.917516,-69.806191,CE,Cerrado,11,23.98,27.31,11.52,7.79,8,6,4.12,0.576,7,alto
0.104939,-71.861297,MG,Mata Atlântica,8,35.29,39.32,1.04,7.8,12,6,22.14,0.33,3,alto
-17.342129,-40.425745,AM,Amazônia,2,34.01,70.87,10.8,15.61,14,2,36.4,0.418,5,medio
-5.211701,-55.156057,PI,Caatinga,12,30.11,45.76,25.7,33.36,11,2,10.1,0.834,1,medio
-31.162226,-47.52768,MS,Pantanal,12,30.75,51.05,10.27,12.03,5,2,18.4,0.612,4,medio
-0.644101,-53.212822,SC,Cerrado,10,24.72,22.37,1.56,22.31,14,13,12.43,0.438,1,critico
-20.008176,-68.82771,MG,Amazônia,2,27.8,71.25,18.2,20.75,16,4,25.9,0.846,5,medio
-5.10184,-67.886428,BA,Cerrado,8,30.32,22.25,2.27,19.49,28,7,16.66,0.282,5,critico
-15.585912,-44.869864,CE,Caatinga,4,35.07,42.27,27.09,12.09,3,5,3.39,0.455,2,medio
-23.886014,-65.340167,BA,Pantanal,3,34.92,56.92,17.89,19.74,20,5,46.38,0.445,2,alto
-23.25571,-50.734036,MG,Mata Atlântica,12,35.97,58.36,0.07,4.18,15,2,41.7,0.54,5,medio
-7.037049,-47.438327,PA,Mata Atlântica,6,19.89,69.62,24.25,0.94,6,1,27.38,0.642,3,baixo
-29.218148,-41.139262,MT,Mata Atlântica,1,26.03,84.45,2.91,21.51,12,0,103.14,0.95,3,medio
3.872898,-47.972502,PI,Cerrado,7,32.76,22.89,0.53,11.51,23,11,36.98,0.223,4,critico
-28.381439,-54.145066,PR,Amazônia,1,28.0,36.39,71.31,21.45,9,3,87.97,0.596,4,medio
-22.586183,-57.336876,RO,Caatinga,7,31.41,10.0,1.47,15.58,10,13,16.49,0.591,5,critico
-8.009999,-34.128909,MS,Caatinga,8,31.47,44.2,3.17,2.28,39,7,11.38,0.066,5,critico
-22.83282,-67.832752,MT,Amazônia,9,38.89,50.62,14.54,22.0,27,7,17.63,0.511,8,critico
-29.969938,-48.724694,PE,Mata Atlântica,4,26.44,53.45,12.51,22.18,16,1,15.39,0.479,6,medio
0.826206,-60.407728,GO,Amazônia,9,31.67,49.15,20.85,14.5,20,7,20.49,0.698,8,alto
-2.794243,-65.406556,MA,Pampa,9,27.15,42.66,23.94,30.14,24,7,21.39,0.157,3,alto
-2.323837,-41.762626,MT,Pantanal,11,30.2,73.18,9.86,17.76,9,4,20.62,0.59,2,medio
-9.509595,-69.58466,PI,Caatinga,4,32.68,49.89,56.73,6.57,10,4,4.09,0.325,3,medio
-16.612994,-72.222645,MS,Mata Atlântica,9,36.18,58.07,0.94,8.05,27,7,3.91,0.561,2,alto
-12.296264,-35.920765,TO,Pampa,3,23.61,61.5,19.54,23.67,10,3,20.39,0.614,3,medio
2.194622,-45.234519,SC,Amazônia,8,30.42,50.55,28.16,11.89,27,8,30.47,0.425,9,alto
-20.40132,-64.30109,PR,Pampa,5,21.74,61.38,31.69,24.28,14,1,71.61,0.311,1,baixo
1.792563,-54.612784,SP,Amazônia,4,28.76,57.79,33.42,20.8,2,5,4.36,0.839,4,medio
-28.586216,-56.241256,MS,Cerrado,4,31.01,45.54,2.1,0.0,11,5,13.02,0.514,8,alto
-21.258894,-71.301254,PA,Caatinga,5,26.59,46.39,6.73,21.21,13,4,8.0,0.3,3,alto
-23.92888,-40.398124,BA,Mata Atlântica,5,23.28,74.42,92.2,20.52,12,1,7.41,0.733,2,medio
4.924601,-38.474987,MS,Caatinga,11,29.63,38.68,19.1,9.81,19,8,1.0,0.449,2,alto
-9.325712,-67.637517,MG,Pantanal,10,29.61,10.0,3.02,1.42,35,9,1.66,0.427,2,critico
-30.388401,-57.43118,GO,Cerrado,2,28.97,47.48,18.48,23.16,16,5,36.22,0.619,6,medio
-25.553039,-57.560541,MT,Caatinga,8,34.54,15.05,4.76,8.3,18,11,33.8,0.236,3,alto
-28.518539,-70.606456,RS,Mata Atlântica,3,23.83,55.41,18.66,5.24,16,3,24.89,0.435,1,medio
-16.484818,-45.747699,AM,Pantanal,2,33.0,61.11,44.37,14.73,11,3,31.97,0.565,6,medio
-15.058591,-66.914578,MG,Caatinga,8,26.04,17.19,4.72,19.94,30,12,11.83,0.465,7,critico
-24.886438,-37.550799,MT,Pampa,3,25.07,77.76,3.61,4.49,15,1,7.39,0.365,3,medio
-18.641092,-63.978528,MG,Caatinga,6,36.61,67.95,15.76,30.74,2,2,12.18,0.261,0,medio
-2.552828,-69.520373,MG,Amazônia,9,28.24,42.9,21.72,21.97,12,6,10.93,0.095,6,alto
-19.453716,-34.079688,AM,Amazônia,2,17.97,82.35,37.18,12.47,14,4,7.0,0.822,8,medio
